รายการวางบิล (รอเก็บเงินลูกค้า),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
งวดประจำเดือน กุมภาพันธ์ 2568,,,,,,,,,
วันที่,เลขที่ INV,ชื่อบริษัท,จำนวนเงิน,VAT,หัก ณ.ที่จ่าย,เงินหน้าเช็ค,DUE รับเช็ค,หมายเหตุ,เลขที่ RC
2025-02-03 00:00:00,2502-001,เสาไห้,33275,0,1663.75,31611.25,2025-02-06 00:00:00,ค่าเช่า 1-28/2/68,2502-001
2025-01-31 00:00:00,2501-005,ยูเซ็น,92609.19,0,926.0919,91683.0981,2025-02-21 00:00:00,งานเดือน 1,2502-011
,,ยูเซ็น ค่ายก,297,0,8.91,288.09,,,2502-011
2025-02-27 00:00:00,,เฮียเกรียง,2800,0,,2800,,,
2025-01-31 00:00:00,2501-008,ประพาส,8700,0,87,8613,,,2025-03-03 00:00:00
,,รวมเป็นเงิน,137681.19,0,2685.7518999999998,134995.4381,,,
,,,,,,,,,
,,,,,,,,,
วันที่,เลขที่ INV,ชื่อบริษัท,จำนวนเงิน,VAT,หัก ณ.ที่จ่าย,เงินหน้าเช็ค,DUE รับเช็ค,หมายเหตุ,เลขที่ RC
2024-12-21 00:00:00,2412-002,Homepro W1,145883,0,1458.83,144424.17,,,2502-002
2024-12-31 00:00:00,2412-003,Homepro W2,145896,0,1458.96,144437.04,2025-02-05 00:00:00,งานเดือน 12,2502-002
2024-12-31 00:00:00,2412-004,Homepro BH,280674,0,2806.7400000000002,277867.26,,,2502-002
,,ค่าเคลมของเสียหาย 17/1/25  กิตติศักดิ์,-1051.15,0,0,-1051.15,,,
,,รวมเป็นเงิน,571401.85,0,5724.530000000001,565677.32,,,
,,,,,,,,,
,,,,,,,,,
วันที่,เลขที่ INV,ชื่อบริษัท,จำนวนเงิน,VAT,หัก ณ.ที่จ่าย,เงินหน้าเช็ค,DUE รับเช็ค,หมายเหตุ,เลขที่ RC
2025-02-03 00:00:00,2501-006,DHL นีเวียร์,326245.4,0,3262.454,322982.946,,26/12 - 25/1,2503-007
2025-02-03 00:00:00,2501-007,DHL เฮนเคล+ชบา,33808.2,0,338.082,33470.117999999995,,1-31/1,2503-009
2025-02-07 00:00:00,2501-011,DHL บิ๊กซี WN,166360.15,0,1663.6015,164696.5485,,1-31/1,2504-003
2025-02-07 00:00:00,2501-012,DHL บิ๊กซี XD,1549493.25,0,15494.9325,1533998.3175,2025-02-28 00:00:00,1-31/1,2504-004
2025-02-07 00:00:00,2501-013,DHL บิ๊กซี TB,248897.16,0,2488.9716000000003,246408.1884,,1-31/1,2504-005
2025-02-04 00:00:00,2501-009,DHL Tops,43408.21,0,434.0821,42974.1279,,,2503-008
,ค่าผ่อนรถ 20/35,,-96000,0,0,-96000,,,
,,รวมเป็นเงิน,2272212.37,0,23682.1237,2248530.2463,,,
,,,,,,,,,
,,,,,,,,,
(DHL),,,,,,,,,
วันที่,เลขที่ INV,ชื่อบริษัท,จำนวนเงิน,VAT,หัก ณ.ที่จ่าย,เงินหน้าเช็ค,DUE รับเช็ค,หมายเหตุ,เลขที่ RC
2025-02-04 00:00:00,DL2501-001,DHL CONTINENTAL,13600,0,136,13464,,,2503-010
,,รวมเป็นเงิน,13600,0,136,13464,,,
