Dest_In_date,Plate,Site,เที่ยว,เรท(฿),ค่าเที่ยว(฿),+50/25%(฿),ขากลับ(฿),รวมวันนี้(฿),เหตุผลการคิดเงิน
2026-07-26 00:00:00,71-8002,BigC,0,6880.00,0.00,0.00,0.00,0.00,ไม่เก็บ — รถแช่ต้นทาง 15.1 ชม. (รอคิว/โหลดของ ไม่ใช่ติดค้างปลายทาง)
2026-07-26 00:00:00,71-8003,BigC,2,6880.00,13760.00,0.00,0.00,13760.00,ไม่เก็บเพิ่ม (จบ 2 เที่ยว)
2026-07-26 00:00:00,71-8009,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-27 00:00:00,71-5042,BigC,1,6880.00,6880.00,1720.00,3440.00,12040.00,"เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว) | ขากลับ (manual): BH ขากลับ P&G>บ้านบึง 50% (ชีท AYU 27/7, 16 พาเลท = ชีท LCB 27/7) (+3,440.00฿)"
2026-07-27 00:00:00,71-8001,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-27 00:00:00,71-8002,BigC,2,6880.00,13760.00,0.00,0.00,13760.00,ไม่เก็บเพิ่ม (จบ 2 เที่ยว)
2026-07-27 00:00:00,71-8003,BigC,0,6880.00,0.00,0.00,0.00,0.00,ไม่เก็บ — รถไม่ได้เข้าโรงงาน
2026-07-27 00:00:00,71-8009,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-28 00:00:00,71-5042,BigC,0,6880.00,0.00,0.00,0.00,0.00,ไม่เก็บ — รถไม่ได้เข้าโรงงาน
2026-07-28 00:00:00,71-8001,BigC,2,6880.00,13760.00,0.00,0.00,13760.00,ไม่เก็บเพิ่ม (จบ 2 เที่ยว)
2026-07-28 00:00:00,71-8002,BigC,2,6880.00,13760.00,0.00,0.00,13760.00,ไม่เก็บเพิ่ม (จบ 2 เที่ยว)
2026-07-28 00:00:00,71-8003,BigC,2,6880.00,13760.00,0.00,0.00,13760.00,ไม่เก็บเพิ่ม (จบ 2 เที่ยว)
2026-07-28 00:00:00,71-8009,BigC,3,6880.00,20640.00,0.00,0.00,20640.00,ไม่เก็บเพิ่ม (จบ 3 เที่ยว)
2026-07-29 00:00:00,71-5042,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-29 00:00:00,71-8001,BigC,2,6880.00,13760.00,0.00,0.00,13760.00,ไม่เก็บเพิ่ม (จบ 2 เที่ยว)
2026-07-29 00:00:00,71-8002,BigC,2,6880.00,13760.00,0.00,0.00,13760.00,ไม่เก็บเพิ่ม (จบ 2 เที่ยว)
2026-07-29 00:00:00,71-8003,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-29 00:00:00,71-8009,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-30 00:00:00,71-5042,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-30 00:00:00,71-8001,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-30 00:00:00,71-8002,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-30 00:00:00,71-8003,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-30 00:00:00,71-8009,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-31 00:00:00,71-5042,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-31 00:00:00,71-8001,BigC,1,6880.00,6880.00,1720.00,3440.00,12040.00,"เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว) | ขากลับ (manual): BH ขากลับ P&G>บ้านบึง 50% (ชีท AYU 31/7, 11 พาเลท TO-OTL17903) (+3,440.00฿)"
2026-07-31 00:00:00,71-8002,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-31 00:00:00,71-8003,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
2026-07-31 00:00:00,71-8005,BigC,0,6880.00,0.00,0.00,0.00,0.00,ไม่เก็บ — รถไม่ได้เข้าโรงงาน
2026-07-31 00:00:00,71-8009,BigC,1,6880.00,6880.00,1720.00,0.00,8600.00,เก็บ 25% อัตโนมัติ (จบ 1 เที่ยว)
